author_id,timestamp,datetime,comment_score,comment,comment_length,product_id,rank_id,rank_name,comment_like,image_num
24106679,1458128783,2016-03-16 19:46:23,5,实物和图片差太多了，吃起来水水的，没味道，好像烂了一样，物流慢的比普通快递还慢，顺丰快递也是不给力，最最失败的一次购物，想买的亲们看实物图吧，图一是没解冻的，后面是解冻后的....,90,138382,2,普通会员,0,4
9683055,1458116690,2016-03-16 16:24:50,5,新鲜，味道不错，下次还来。,13,138382,5,钻石会员,0,0
9683055,1458116650,2016-03-16 16:24:10,5,新鲜，味道不错，下次还来。,13,138382,5,钻石会员,0,0
9984961,1458051819,2016-03-15 22:23:39,5,日期新,3,138382,4,金卡会员,0,0
24831161,1458038326,2016-03-15 18:38:46,5,很好，很不错。个头不小。,12,138382,1,注册会员,0,1
17467159,1458020140,2016-03-15 13:35:40,5,不错，很好吃,6,138382,2,普通会员,0,0
9932247,1458019298,2016-03-15 13:21:38,5,非常好,3,138382,4,金卡会员,0,0
24097479,1458017668,2016-03-15 12:54:28,5,味道很好 和很小,8,138382,2,普通会员,0,0
5288899,1457927293,2016-03-14 11:48:13,5,活动购买的，88元两盒好吃又便宜,16,138382,5,钻石会员,0,0
24787527,1457888093,2016-03-14 00:54:53,5,非常棒，品质佳，有前途！,12,138382,1,注册会员,0,0
12999781,1457853798,2016-03-13 15:23:18,5,商品质量确实没得说，包装很好，还会再光顾的,21,138382,5,钻石会员,0,0
24130161,1457839817,2016-03-13 11:30:17,5,很新鲜呀，快找店长要优惠劵吧，扫描他的二维码就可以。。,27,138382,2,普通会员,0,0
8728649,1457823319,2016-03-13 06:55:19,5,好吃，买了四盒,7,138382,5,钻石会员,0,0
24497315,1457766591,2016-03-12 15:09:51,5,好,1,138382,2,普通会员,0,0
24497315,1457766587,2016-03-12 15:09:47,5,好,1,138382,2,普通会员,0,0
1138145,1457713560,2016-03-12 00:26:00,5,满意的一次购物，,8,138382,5,钻石会员,0,0
23378597,1457676633,2016-03-11 14:10:33,2,解冻后好难吃！不会再来买了,13,138382,2,普通会员,0,0
18920913,1457669209,2016-03-11 12:06:49,5,真的很好吃！,6,138382,2,普通会员,0,0
3655180,1457578422,2016-03-10 10:53:42,5,商品很好~~很快~~下次还来~~,16,138382,5,钻石会员,0,0
3655180,1457578417,2016-03-10 10:53:37,5,商品很好~~很快~~下次还来~~,16,138382,5,钻石会员,0,0
3655180,1457578201,2016-03-10 10:50:01,5,商品很好~~很快~~下次还来~~,16,138382,5,钻石会员,0,0
3655180,1457578186,2016-03-10 10:49:46,5,商品很好~~很快~~下次还来~~,16,138382,5,钻石会员,0,0
3655180,1457577750,2016-03-10 10:42:30,5,商品很好~~很快~~下次还来~~,16,138382,5,钻石会员,0,0
24472203,1457570727,2016-03-10 08:45:27,5,buc不错，好吃，收到时还冻的硬硬的,18,138382,2,普通会员,0,0
14973581,1457489429,2016-03-09 10:10:29,5,果郡王 【2.1~2.21号不发货】泰国金枕冻榴莲450g*2盒 冷冻榴莲肉 进口水果 900g,48,138382,5,钻石会员,0,0
14973581,1457489384,2016-03-09 10:09:44,5,果郡王 泰国冻榴莲450g*2盒 树熟金枕头速冻榴莲 新鲜进口水果 900g,38,138382,5,钻石会员,0,0
16851887,1457433027,2016-03-08 18:30:27,5,太好了 量大 优惠再买,11,138382,5,钻石会员,0,0
879306,1457412820,2016-03-08 12:53:40,5,果郡王 【2.1~2.21号不发货】泰国金枕冻榴莲450g*2盒 冷冻榴莲肉 进口水果 900g,48,138382,2,普通会员,0,0
15434757,1457406243,2016-03-08 11:04:03,5,已经多次购买了，真心好吃,12,138382,4,金卡会员,0,0
9514947,1457405291,2016-03-08 10:48:11,5,软糯软糯的口感，比常温吃要特别一点,17,138382,3,银卡会员,0,0
17891873,1457231876,2016-03-06 10:37:56,5,这款不错，可以买点,9,138382,5,钻石会员,0,0
24229137,1457223123,2016-03-06 08:12:03,5,还没吃,3,138382,2,普通会员,0,0
24466687,1457199104,2016-03-06 01:31:44,5,"收到发现坏了一盒 联系客服 态度很好 就是解决不了问题 已经三四天了 还没收到退款 电话也接了N个
",50,138382,2,普通会员,0,0
15483097,1457091656,2016-03-04 19:40:56,5,果郡王 【2.1~2.21号不发货】泰国金枕冻榴莲450g*2盒 冷冻榴莲肉 进口水果 900g,48,138382,3,银卡会员,0,0
3422888,1457090647,2016-03-04 19:24:07,5,"不错
",3,138382,5,钻石会员,0,0
10150069,1457081380,2016-03-04 16:49:40,5,好吃,2,138382,5,钻石会员,0,0
12632533,1457061806,2016-03-04 11:23:26,5,不错,2,138382,5,钻石会员,0,0
15663453,1457055574,2016-03-04 09:39:34,5,商品不错，值得推荐！,10,138382,5,钻石会员,0,0
13755169,1456973784,2016-03-03 10:56:24,2,不好，还是新鲜的好,9,138382,2,普通会员,0,0
24484647,1456925980,2016-03-02 21:39:40,2,女票不喜欢 解冻了之后成一坨了。。。,18,138382,2,普通会员,0,0
23925965,1456925010,2016-03-02 21:23:30,5,很好吃，第三次买了！,10,138382,2,普通会员,0,0
18775313,1456920451,2016-03-02 20:07:31,5,好吃,2,138382,4,金卡会员,0,0
14867691,1456919246,2016-03-02 19:47:26,5,不错,2,138382,5,钻石会员,0,0
17985475,1456836379,2016-03-01 20:46:19,5,在微波炉解冻了有十几分钟，热着看着，吃着味道不错，有一盒是口感稍脆没那个软的好吃，整体不错。,46,138382,2,普通会员,0,0
9941021,1456821655,2016-03-01 16:40:55,5,不错不错不错不错不错不错不错,14,138382,5,钻石会员,0,0
8909679,1456820796,2016-03-01 16:26:36,5,good,4,138382,5,钻石会员,0,0
8909679,1456820749,2016-03-01 16:25:49,5,good,4,138382,5,钻石会员,0,0
8909679,1456820725,2016-03-01 16:25:25,5,good,4,138382,5,钻石会员,0,0
18775313,1456808715,2016-03-01 13:05:15,5,好吃,2,138382,4,金卡会员,0,0
23975609,1456794021,2016-03-01 09:00:21,5,宝贝吃完了，非常好吃，下次还来,15,138382,2,普通会员,0,0
8816091,1456754679,2016-02-29 22:04:39,5,很划算哦！我买来一盒做甜品一盒给妈妈吃的，妈妈说超好吃！很开心,31,138382,2,普通会员,0,0
12383903,1456664926,2016-02-28 21:08:46,5,很不错，很好很新鲜啊,10,138382,5,钻石会员,0,0
12383903,1456664910,2016-02-28 21:08:30,5,很不错，很好很新鲜啊,10,138382,5,钻石会员,0,0
12383903,1456664899,2016-02-28 21:08:19,5,很不错，很好很新鲜啊,10,138382,5,钻石会员,0,0
23710993,1456644897,2016-02-28 15:34:57,5,好吃,2,138382,5,钻石会员,0,0
12704877,1456624858,2016-02-28 10:00:58,5,好吃，下次会再买的,9,138382,2,普通会员,0,0
24016519,1456550195,2016-02-27 13:16:35,5,好,1,138382,3,银卡会员,0,0
24386215,1456493750,2016-02-26 21:35:50,5,昨天到的，今天解冻后就吃完了，第一次买冻榴莲，挺香的，没有图，会再买,34,138382,2,普通会员,0,0
10454799,1456451511,2016-02-26 09:51:51,5,商品不错  送货还快 包装也好,15,138382,5,钻石会员,0,0
24386271,1456445862,2016-02-26 08:17:42,3,没第一次买的好吃,8,138382,2,普通会员,0,0
8725799,1456382058,2016-02-25 14:34:18,5,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,118,138382,5,钻石会员,0,0
8725799,1456382035,2016-02-25 14:33:55,5,11111111111111111111111111111111111111111111111111111,53,138382,5,钻石会员,0,0
3053906,1456379174,2016-02-25 13:46:14,5,挺好的还可以,6,138382,5,钻石会员,0,1
16349675,1456373796,2016-02-25 12:16:36,5,"坏了
",3,138382,5,钻石会员,0,0
24387417,1456368194,2016-02-25 10:43:14,5,解冻后口感非常棒！,9,138382,2,普通会员,0,1
663690,1456364300,2016-02-25 09:38:20,5,挺好的，能便宜点就更帅了。,13,138382,5,钻石会员,0,1
12817407,1456283373,2016-02-24 11:09:33,5,不错哦，之前买过是盒装，因为运输的原因有些粘了，现在改为真空包装，看起来没有那么……味道依然不错,48,138382,3,银卡会员,0,0
14973581,1456276475,2016-02-24 09:14:35,5,果郡王 泰国金枕冻榴莲450g*2盒 冷冻榴莲肉 进口水果 900g,34,138382,5,钻石会员,0,0
14973581,1456276471,2016-02-24 09:14:31,5,果郡王 泰国金枕冻榴莲450g*2盒 冷冻榴莲肉 进口水果 900g,34,138382,5,钻石会员,0,0
14973581,1456276467,2016-02-24 09:14:27,5,果郡王 泰国金枕冻榴莲450g*2盒 冷冻榴莲肉 进口水果 900g,34,138382,5,钻石会员,0,0
24364835,1456239192,2016-02-23 22:53:12,5,给女票买的 据说还不错， 好评了 下次还来~~  顺丰给力,29,138382,2,普通会员,0,0
24364217,1456227490,2016-02-23 19:38:10,5,非常好，如果物流能再快点就更好了！,17,138382,2,普通会员,0,0
10713481,1456224499,2016-02-23 18:48:19,5,好好吃,3,138382,5,钻石会员,0,0
12379395,1456199373,2016-02-23 11:49:33,5,很好，非常喜欢！下次还会再来！,15,138382,4,金卡会员,0,1
12379395,1456199369,2016-02-23 11:49:29,5,很好，非常喜欢！下次还会再来！,15,138382,4,金卡会员,0,1
16522189,1456126588,2016-02-22 15:36:28,5,好吃，只是有的人吃不惯榴莲的味道，比超市买新鲜的那种便宜好多，关键是味道好！,38,138382,5,钻石会员,0,0
24336657,1456103068,2016-02-22 09:04:28,5,刚收到 看了一下感觉很好 等着自然解冻 不知道口感如何,27,138382,2,普通会员,0,0
11672117,1456057032,2016-02-21 20:17:12,5,好吃，但为什么年后的包装换了呢？？？？,19,138382,5,钻石会员,0,0
14309746,1456031066,2016-02-21 13:04:26,5,做榴莲酥，味道赞。,9,138382,5,钻石会员,0,0
8909679,1455893086,2016-02-19 22:44:46,5,好吃,2,138382,5,钻石会员,0,0
8909679,1455892878,2016-02-19 22:41:18,5,很好吃拉,4,138382,5,钻石会员,0,0
14025200,1455870558,2016-02-19 16:29:18,5,超好吃！我跟我女朋友都超喜欢，下次还买！,20,138382,2,普通会员,0,0
23662457,1455867762,2016-02-19 15:42:42,5,好吃，下次还在这儿买,10,138382,3,银卡会员,0,0
18138605,1455797239,2016-02-18 20:07:19,5,口感比较新鲜,6,138382,4,金卡会员,0,0
12876651,1455772529,2016-02-18 13:15:29,5,大榴莲，值得推荐，放心购买啊,14,138382,4,金卡会员,0,0
14561767,1455709005,2016-02-17 19:36:45,5,非常非常好吃，吃了再买,11,138382,3,银卡会员,0,0
11672117,1455708393,2016-02-17 19:26:33,5,好吃好吃好吃~~~~,10,138382,5,钻石会员,0,0
12991615,1455613552,2016-02-16 17:05:52,5,好吃，，，，，划算,9,138382,5,钻石会员,0,0
1661730,1455593145,2016-02-16 11:25:45,5,商品还不错，还可以再买一点呀,14,138382,5,钻石会员,0,0
11915821,1455588395,2016-02-16 10:06:35,5,比超市里新鲜的榴莲要好吃，而且很实惠,18,138382,5,钻石会员,0,0
9908921,1455585203,2016-02-16 09:13:23,5,真的很不错，下次还来买,11,138382,3,银卡会员,0,0
12459447,1455584776,2016-02-16 09:06:16,5,真的很不错，下次还来买,11,138382,5,钻石会员,0,0
14486764,1455583125,2016-02-16 08:38:45,5,品质很好，下次还买,9,138382,5,钻石会员,0,0
5247195,1455534387,2016-02-15 19:06:27,5,很好吃很快很好很好吃,10,138382,5,钻石会员,0,0
17358803,1455326351,2016-02-13 09:19:11,5,好吃，实惠，值得购买,10,138382,5,钻石会员,0,0
17928007,1455257518,2016-02-12 14:11:58,5,好吃新鲜  美味,8,138382,3,银卡会员,0,0
1277857,1455257466,2016-02-12 14:11:06,5,果郡王 【2.1~2.21号不发货】泰国金枕冻榴莲450g*2盒 冷冻榴莲肉 进口水果 900g,48,138382,3,银卡会员,0,0
5663033,1455157571,2016-02-11 10:26:11,5,太慢了，经历半个月才收到，幸好没坏掉,18,138382,5,钻石会员,0,0
5663033,1455157566,2016-02-11 10:26:06,5,太慢了，经历半个月才收到，幸好没坏掉,18,138382,5,钻石会员,0,0
14867691,1455061785,2016-02-10 07:49:45,5,不错哦。。。。,7,138382,5,钻石会员,0,0
14867691,1454977042,2016-02-09 08:17:22,5,终于到了，,5,138382,5,钻石会员,0,0
23649349,1454819313,2016-02-07 12:28:33,5,太好吃了,4,138382,4,金卡会员,0,0
9893627,1454808996,2016-02-07 09:36:36,5,东西收到了，不错，过年请客，下次还来,18,138382,5,钻石会员,0,0
12383123,1454637390,2016-02-05 09:56:30,5,非常好的宝贝！超赞！非常喜欢！下次还会再来的！,23,138382,5,钻石会员,0,1
12843655,1454637215,2016-02-05 09:53:35,5,东西很好，下次还继续光顾，好好吃,16,138382,4,金卡会员,0,0
12383123,1454637146,2016-02-05 09:52:26,5,非常好的宝贝！超赞！非常喜欢！下次还会再来的！,23,138382,5,钻石会员,0,1
60550,1454612582,2016-02-05 03:03:02,5,"很好很新鲜，很甜很好吃，物有所值，推荐！
",21,138382,4,金卡会员,0,0
23402901,1454578394,2016-02-04 17:33:14,4,还可以,3,138382,2,普通会员,0,0
14973581,1454556482,2016-02-04 11:28:02,5,果郡王 【2.1~2.21号不发货】泰国金枕冻榴莲450g*2盒 冷冻榴莲肉 进口水果 900g,48,138382,5,钻石会员,0,1
17295301,1454553960,2016-02-04 10:46:00,5,很好吃,3,138382,4,金卡会员,0,0
12383903,1454506705,2016-02-03 21:38:25,5,速度很快，质量也很不错,11,138382,5,钻石会员,0,0
12383903,1454506625,2016-02-03 21:37:05,5,速度很快，质量也很不错,11,138382,5,钻石会员,0,0
9913395,1454452526,2016-02-03 06:35:26,5,太好吃了，喜欢,7,138382,5,钻石会员,0,0
16665279,1454415832,2016-02-02 20:23:52,5,好的,2,138382,2,普通会员,0,1
5247195,1454371770,2016-02-02 08:09:30,5,很好吃很好吃很好吃,9,138382,5,钻石会员,0,0
17915639,1454335679,2016-02-01 22:07:59,5,失败的购物，在没我任何通知的情况下订单竟被改为自提状态，物流差劲！就是这个分站。,40,138382,2,普通会员,0,1
18995027,1454327475,2016-02-01 19:51:15,5,这个买了好多次了，真的好吃,13,138382,4,金卡会员,0,0
23403035,1454317356,2016-02-01 17:02:36,5,口味很不错，速度也很快,11,138382,4,金卡会员,0,0
14867691,1454295772,2016-02-01 11:02:52,5,不错,2,138382,5,钻石会员,0,0
14867691,1454295747,2016-02-01 11:02:27,5,好吃,2,138382,5,钻石会员,0,0
14867691,1454295420,2016-02-01 10:57:00,5,好,1,138382,5,钻石会员,0,0
15663453,1454292058,2016-02-01 10:00:58,5,商品不错，值得推荐！,10,138382,5,钻石会员,0,0
9928143,1454291532,2016-02-01 09:52:12,5,很好   很不错  多次购买,14,138382,5,钻石会员,0,1
9928143,1454291519,2016-02-01 09:51:59,5,很好   很不错  多次购买,14,138382,5,钻石会员,0,1
15663453,1454290840,2016-02-01 09:40:40,5,商品不错，值得推荐！,10,138382,5,钻石会员,0,0
16674781,1454161390,2016-01-30 21:43:10,5,好好的,3,138382,2,普通会员,0,1
16675025,1454161127,2016-01-30 21:38:47,5,很好,2,138382,2,普通会员,0,1
16671689,1454160554,2016-01-30 21:29:14,5,畅销的,3,138382,2,普通会员,0,1
1728330,1454154681,2016-01-30 19:51:21,5,还好还好好,5,138382,4,金卡会员,0,0
14973581,1454149524,2016-01-30 18:25:24,5,果郡王 泰国金枕冻榴莲450g*2盒 树熟冷冻榴莲肉 新鲜进口水果 900g,38,138382,5,钻石会员,0,1
14973581,1454130398,2016-01-30 13:06:38,5,果郡王  泰国金枕冻榴莲450g*2盒 冷冻榴莲肉 进口水果 900g,35,138382,5,钻石会员,0,1
23463395,1454127151,2016-01-30 12:12:31,5,不错，这个价格得两盒，很划算，口感还可以，肉多，核小，推荐,29,138382,2,普通会员,0,0
13201883,1454125670,2016-01-30 11:47:50,5,不错挺好的 信赖顺丰,10,138382,4,金卡会员,0,0
13095911,1454115559,2016-01-30 08:59:19,5,非常不错......,10,138382,5,钻石会员,0,0
13095911,1454115545,2016-01-30 08:59:05,5,非常不错......,10,138382,5,钻石会员,0,0
13095911,1454115429,2016-01-30 08:57:09,5,非常不错......,10,138382,5,钻石会员,0,0
23778611,1454079157,2016-01-29 22:52:37,5,好吃好吃好吃。,7,138382,4,金卡会员,0,2
9643115,1454067777,2016-01-29 19:42:57,5,不错，好吃,5,138382,4,金卡会员,0,0
9643115,1454067770,2016-01-29 19:42:50,5,不错，好吃,5,138382,4,金卡会员,0,0
9643115,1454067764,2016-01-29 19:42:44,5,不错，好吃,5,138382,4,金卡会员,0,0
9643115,1454067744,2016-01-29 19:42:24,5,不错，好吃,5,138382,4,金卡会员,0,0
4826027,1454063949,2016-01-29 18:39:09,5,好吃！,3,138382,3,银卡会员,0,0
8933057,1454058075,2016-01-29 17:01:15,5,真好吃！喜欢！化了吃，像是冰激凌,16,138382,4,金卡会员,0,1
8933057,1454058003,2016-01-29 17:00:03,5,真好吃！喜欢！化了吃，像是冰激凌！,17,138382,4,金卡会员,0,1
24020193,1454048407,2016-01-29 14:20:07,4,一盒里总配上一小块熟的不特别好嗒，或者状态不太好，熟透的确实味道还行，不过，算下来价格不便宜！,47,138382,2,普通会员,0,0
24072963,1454044443,2016-01-29 13:14:03,5,不如在易果生鲜上买的好，有坏的，好像有的核是大的，一盒里有两块好，另两块就不好，希望改进。,45,138382,2,普通会员,0,0
23942945,1454027664,2016-01-29 08:34:24,5,吃还不错，就是量有点少，感觉没有450克,20,138382,2,普通会员,0,0
5247195,1453948804,2016-01-28 10:40:04,5,很好吃的榴莲买了好几次啦,12,138382,5,钻石会员,0,0
16670965,1453946538,2016-01-28 10:02:18,5,好好的,3,138382,2,普通会员,0,1
24072931,1453883053,2016-01-27 16:24:13,5,"很新鲜，味道很不错！
",11,138382,2,普通会员,0,0
656268,1453793597,2016-01-26 15:33:17,5,果郡王 泰国金枕冻榴莲450g*2盒 树熟冷冻榴莲肉 新鲜进口水果 900g,38,138382,3,银卡会员,0,0
9507045,1453791736,2016-01-26 15:02:16,5,味道不错,4,138382,5,钻石会员,0,1
8725799,1453789038,2016-01-26 14:17:18,5,不错，还会再次购买,9,138382,5,钻石会员,0,0
23979053,1453763740,2016-01-26 07:15:40,5,很香分量很足,6,138382,2,普通会员,0,1
18543097,1453697177,2016-01-25 12:46:17,5,好 。。。。。。。。。。。。。。。。。。。。。。,24,138382,2,普通会员,0,0
14867691,1453617812,2016-01-24 14:43:32,5,是真的不错,5,138382,5,钻石会员,0,0
8946073,1453615342,2016-01-24 14:02:22,5,很好很好很好很好很好很好很好很好,16,138382,5,钻石会员,0,0
8946073,1453615336,2016-01-24 14:02:16,5,很好很好很好很好很好很好很好很好很好,18,138382,5,钻石会员,0,0
14384732,1453591961,2016-01-24 07:32:41,5,喜欢，很好,5,138382,5,钻石会员,0,1
18415569,1453545872,2016-01-23 18:44:32,5,速度很快，口感很好,9,138382,5,钻石会员,0,0
23835283,1453543092,2016-01-23 17:58:12,5,不错，味道很浓，值了。就是发货太慢，过几天再买,23,138382,2,普通会员,0,0
23778611,1453530695,2016-01-23 14:31:35,5,口感相当不错，真的是树熟榴莲，跟在泰国吃的一模一样。赞！！！还会继续购买的～,38,138382,4,金卡会员,0,1
23778611,1453530496,2016-01-23 14:28:16,5,口感相当不错，真的是树熟榴莲，跟在泰国吃的一模一样。赞！！！还会继续购买的～,38,138382,4,金卡会员,0,1
