author_id,timestamp,datetime,comment_score,comment,comment_length,product_id,rank_id,rank_name,comment_like,image_num
4986809,1434300940,2015-06-15 00:55:40,5,发货快，正品。,7,54895,4,金卡会员,0,0
1867540,1424840890,2015-02-25 13:08:10,5,不错,2,54895,3,银卡会员,0,0
24731357,1458119984,2016-03-16 17:19:44,5,速度很快满意,6,54895,1,注册会员,0,0
12611247,1458006352,2016-03-15 09:45:52,5,还没吃呢，应该可以,9,54895,2,普通会员,0,0
24291591,1457935809,2016-03-14 14:10:09,5,不错，很好，价格还便宜,11,54895,2,普通会员,0,0
24707673,1457670239,2016-03-11 12:23:59,5,刚收到。真快！还未品尝看着不错。,16,54895,1,注册会员,0,0
17391381,1457007134,2016-03-03 20:12:14,5,第二次买了。喜欢。,9,54895,3,银卡会员,0,0
23941193,1456540346,2016-02-27 10:32:26,5,好吃，方便，挺嫩的!,10,54895,2,普通会员,0,0
3558398,1456051604,2016-02-21 18:46:44,5,"孟宗 有机压榨笋片    235g, 不错",21,54895,2,普通会员,0,0
1005152,1456048458,2016-02-21 17:54:18,5,"有机压榨笋片    235g*5, 优惠点更好了",24,172431,5,钻石会员,0,0
9144167,1455255347,2016-02-12 13:35:47,5,还没来得及吃，送货好快！好评！,15,54895,3,银卡会员,0,0
17391381,1454715453,2016-02-06 07:37:33,5,第一次买，刚刚尝试了。还是不错。,16,54895,3,银卡会员,0,0
3161156,1454581214,2016-02-04 18:20:14,5,一如既往的信赖顺丰,9,54895,5,钻石会员,0,0
9046,1454546868,2016-02-04 08:47:48,5,方便快捷，经常购买,9,54895,4,金卡会员,0,0
3161156,1454386019,2016-02-02 12:06:59,5,一如既往的信赖顺丰，快递小哥辛苦了！,18,54895,5,钻石会员,0,0
3161156,1454299292,2016-02-01 12:01:32,5,一如既往的信赖顺丰,9,54895,5,钻石会员,0,0
23295133,1454212400,2016-01-31 11:53:20,5,很好，送货及时，做菜时正好用呢,15,54895,2,普通会员,0,0
3161156,1453978218,2016-01-28 18:50:18,5,一如既往的信赖顺丰,9,54895,5,钻石会员,0,0
11796001,1453452070,2016-01-22 16:41:10,5,好吃，买了很多东西，都是一如既往的好,18,54895,4,金卡会员,0,1
23539533,1453110927,2016-01-18 17:55:27,5,超级好吃，准备再买一些囤货,13,54895,3,银卡会员,0,0
4560497,1452951811,2016-01-16 21:43:31,5,原來訂單是送到家裡，正好人不在家，他就給我送到單位了，因為那個冰袋他要收回去，也好的,42,54895,2,普通会员,0,0
18709189,1451533580,2015-12-31 11:46:20,5,笋不错，就是笋片、笋条混装的,14,54895,4,金卡会员,0,0
220287,1450238819,2015-12-16 12:06:59,5,很满意。送货快，东西好,11,54895,4,金卡会员,0,0
1212747,1449554756,2015-12-08 14:05:56,5,好,1,54895,4,金卡会员,0,0
18705145,1449206835,2015-12-04 13:27:15,5,看起来不错，囤货中,9,54895,4,金卡会员,0,0
18708975,1448940747,2015-12-01 11:32:27,5,蛮好喝的 只是有的贵,10,54895,4,金卡会员,0,0
18713645,1448687612,2015-11-28 13:13:32,5,还没吃完，凑单,7,54895,4,金卡会员,0,0
11054795,1448063180,2015-11-21 07:46:20,5,商品很不错，下次再来。,11,54895,5,钻石会员,0,0
161417,1448023596,2015-11-20 20:46:36,5,做汤、炖肉、炒菜都是棒棒的，非常鲜嫩，赞,20,54895,3,银卡会员,0,0
14850177,1448001004,2015-11-20 14:30:04,5,"孟宗 有机压榨笋片    235g, 不错",21,54895,2,普通会员,0,0
