author_id,timestamp,datetime,comment_score,comment,comment_length,product_id,rank_id,rank_name,comment_like,image_num
8585957,1439870112,2015-08-18 11:55:12,5,最喜欢的是清蒸，先直接蒸出水倒掉，然后放油和胡椒粉，再蒸五分钟，超好吃，,36,25382,4,金卡会员,1,1
8585957,1439868467,2015-08-18 11:27:47,5,这个吃起来很方便，孩子爱吃,13,25382,4,金卡会员,0,1
9308811,1458116983,2016-03-16 16:29:43,5,商品已经收到了，包装很好，口感也很不错，很喜欢~,24,25382,5,钻石会员,0,1
14323162,1458051994,2016-03-15 22:26:34,5,好吃,2,164995,4,金卡会员,0,0
8935089,1458033026,2016-03-15 17:10:26,5,味道很很好哦！下次还买。,12,25382,5,钻石会员,0,0
970633,1458032287,2016-03-15 16:58:07,5,顺丰优选值得信赖,8,25382,5,钻石会员,0,0
970671,1457935898,2016-03-14 14:11:38,5,好商品值得购买，不要犹豫,12,25382,5,钻石会员,0,0
13203139,1457934263,2016-03-14 13:44:23,5,很好    很不错哟     赞赞赞,18,25382,5,钻石会员,0,1
970783,1457933524,2016-03-14 13:32:04,5,大洋世家oceanfamily 巴沙鱼柳300/400 600g,32,25382,5,钻石会员,0,1
13203139,1457932832,2016-03-14 13:20:32,5,很好    很不错哟     赞赞赞,18,25382,5,钻石会员,0,1
970671,1457932784,2016-03-14 13:19:44,5,不错，服务好，速度快,10,25382,5,钻石会员,0,0
970671,1457932586,2016-03-14 13:16:26,5,不错，服务好，速度快,10,25382,5,钻石会员,0,0
970671,1457931806,2016-03-14 13:03:26,5,服务好，速度快。商品不错。,13,25382,5,钻石会员,0,0
970671,1457931772,2016-03-14 13:02:52,5,服务好，速度快。商品不错。,13,25382,5,钻石会员,0,0
15896857,1457917012,2016-03-14 08:56:52,5,味道不错，物流也很快,10,25382,5,钻石会员,0,1
18704653,1457879838,2016-03-13 22:37:18,5,好吃,2,25382,4,金卡会员,0,0
8935089,1457840730,2016-03-13 11:45:30,5,包装不要太好，速度也是蛮拼的，就是稍贵，但是质量还是不错的！,30,25382,5,钻石会员,0,0
18357641,1457823649,2016-03-13 07:00:49,5,不错,2,25382,1,注册会员,0,0
9156589,1457774609,2016-03-12 17:23:29,5,商品不错 会再来的,9,25382,5,钻石会员,0,0
9156589,1457748205,2016-03-12 10:03:25,5,商品不错会再来的,8,25382,5,钻石会员,0,1
23851837,1457702835,2016-03-11 21:27:15,5,好吃好吃好吃非常好吃 没的说啦！哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,48,25382,2,普通会员,0,0
10266655,1457593680,2016-03-10 15:08:00,5,商品很不错，下次还来买,11,25382,5,钻石会员,0,1
15734387,1457592953,2016-03-10 14:55:53,5,商品不错，值得购买，，，，,13,25382,5,钻石会员,0,1
9194389,1457586568,2016-03-10 13:09:28,5,不错哦，建议购买，赞赞赞赞赞赞~·`,18,25382,5,钻石会员,0,1
9194389,1457586401,2016-03-10 13:06:41,5,不错哦，建议购买，赞赞赞赞赞赞~·`,18,164995,5,钻石会员,0,1
11017197,1457582368,2016-03-10 11:59:28,5,下次还来。。。。,8,25382,5,钻石会员,0,1
15902919,1457567381,2016-03-10 07:49:41,1,生鲜食品，3月5日订单提交，截止到3月10日早上，还未收到，真得无语......,40,25382,2,普通会员,0,0
3780160,1457527502,2016-03-09 20:45:02,5,味道不错，已经买了第二次,12,25382,2,普通会员,0,0
9511707,1457520625,2016-03-09 18:50:25,5,快捷，方便，便宜！,9,25382,2,普通会员,0,1
8809405,1457510110,2016-03-09 15:55:10,5,不错，简单方便，肉质鲜嫩,12,25382,2,普通会员,0,0
15734387,1457502294,2016-03-09 13:44:54,5,商品非常的不错，下次还要买的,14,25382,5,钻石会员,0,1
15896857,1457489498,2016-03-09 10:11:38,5,味道不错，物流也很快,10,25382,5,钻石会员,0,1
14973581,1457489268,2016-03-09 10:07:48,5,大洋世家oceanfamily 巴沙鱼柳300/400 600g,32,25382,5,钻石会员,0,0
1535482,1457444804,2016-03-08 21:46:44,5,肉质鲜嫩无刺，制作方便。,12,25382,5,钻石会员,0,0
239905,1457442549,2016-03-08 21:09:09,5,送货速度快，还不错,9,25382,4,金卡会员,0,0
24048821,1457414136,2016-03-08 13:15:36,5,还行吧,3,164995,2,普通会员,0,0
24048821,1457414111,2016-03-08 13:15:11,5,还行吧,3,25382,2,普通会员,0,0
13203139,1457403183,2016-03-08 10:13:03,5,很好    很不错哟     赞赞赞,18,25382,5,钻石会员,0,1
